company,ipo,founding
Mecox Lane Ltd,20101026,1996
Pacific Biosciences of CA Inc,20101026,2000
Examworks Group Inc,20101027,2007
SeaCube Container Leasing Ltd,20101027,2007
Le Gaga Holdings Ltd,20101028,2010
SP Bancorp Inc,20101029,1958
Xueda Education Group,20101101,2001
SodaStream International Ltd,20101102,2006
Costamare Inc,20101103,2008
SinoTech Energy Ltd,20101103,2005
Fresh Market Inc,20101104,1981
Primo Water Corp,20101104,2004
RDA Microelectronics Inc,20101109,2004
Inphi Corp,20101110,2000
Complete Genomics Inc,20101111,2005
Booz Allen Hamilton Holding Co,20101116,1914
Bitauto Holdings Ltd,20101117,2002
Aeroflex Holding Corp,20101118,1937
General Motors Co,20101118,1908
LPL Investment Holdings Inc,20101118,1968
Lizhan Environmental Corp,20101119,2009
China Xiniya Fashion Ltd,20101122,2005
Zogenix Inc,20101122,2006
Anacor Pharmaceuticals Inc,20101123,2002
SYSWIN Inc,20101123,2007
FXCM Inc,20101201,2005
Targa Resources Corp,20101206,2004
CTPartners Executive Search In,20101207,1980
E-Commerce China Dangdang Inc,20101207,2000
First Republic Bank,20101208,1985
SemiLEDs Corp,20101208,2005
Youku.com Inc,20101208,2005
Sky-mobi Ltd,20101209,2005
Lentuo International Inc,20101210,1997
iSoftStone Holdings Ltd,20101213,2001
FleetCor Technologies Inc,20101214,2003
Walker & Dunlop Inc,20101214,1937
GAIN Capital Holdings Inc,20101215,1999
RigNet Inc,20101215,2004
Fortegra Financial Corp,20101216,1981
Swift Transportation Co,20101216,1966
Ventrus Biosciences Inc,20101216,2005
Demand Media Inc,20110125,2006
Nielsen Holdings NV,20110126,1923
BankUnited Inc,20110127,2009
InterXion Holding NV,20110127,1998
Adecoagro SA,20110128,2002
BCD Semiconductor Mnfg Ltd,20110128,2000
Epocrates Inc,20110201,1998
NeoPhotonics Corp,20110201,1993
Pacira Pharmaceuticals Inc,20110202,2006
Tornier NV,20110202,1976
Trunkbow Intl Hldgs Ltd,20110202,2011
BG Medicine Inc,20110203,2000
Endocyte Inc,20110204,1995
China Century Dragon Media Inc,20110207,2007
Gevo Inc,20110208,2005
Imperial Holdings Inc,20110208,2006
Fluidigm Corp,20110209,1999
Kinder Morgan Inc,20110210,1992
Kips Bay Medical Inc,20110210,2007
AcelRx Pharmaceuticals Inc,20110211,2005
Zuoan Fashion Ltd,20110214,1992
HCA Holdings Inc,20110309,1968
MagnaChip Semiconductor Corp,20110310,1981
Cornerstone OnDemand Inc,20110316,1999
ServiceSource International,20110324,1999
Apollo Global Management LLC,20110329,1990
Qihoo 360 Technology Co Ltd,20110329,2005
GNC Holdings Inc,20110331,1935
Tranzyme Inc,20110401,1998
Golar LNG Partners LP,20110406,2007
CVR Partners LP,20110407,2007
Arcos Dorados Holdings Inc,20110413,1967
TMS International Corp,20110413,2006
Zipcar Inc,20110413,1999
Box Ships Inc,20110414,2010
Ellie Mae Inc,20110414,1997
Sequans Communications SA,20110414,2003
Air Lease Corp,20110418,2010
Sagent Pharmaceuticals Inc,20110419,2006
Tesoro Logistics LP,20110419,2010
Responsys Inc,20110420,1998
21Vianet Group Inc,20110421,1999
Boingo Wireless Inc,20110503,2001
Renren Inc,20110503,2002
NetQin Mobile Inc,20110504,2005
RPX Corp,20110504,2008
SMG Indium Resources Ltd,20110504,2008
Thermon Group Holdings Inc,20110504,2010
VOC Energy Tr,20110505,2010
FriendFinder Networks Inc,20110510,2004
Kosmos Energy Ltd,20110510,2011
China Zenix Auto International,20110511,2003
Jiayuan.com International Ltd,20110511,2003
NGL Energy Partners LP,20110511,2010
Phoenix New Media Ltd,20110511,2007
LinkedIn Corp,20110518,2003
Yandex NV,20110524,2000
Freescale Semiconductor Hldg I,20110525,1949
Lone Pine Resources Inc,20110525,2010
Spirit Airlines Inc,20110525,1964
The Active Network Inc,20110525,1998
Solazyme Inc,20110526,2003
Fusion-io Inc,20110608,2005
Taomee Holdings Ltd,20110608,2008
Pandora Media Inc,20110614,2000
Bankrate Inc,20110616,1976
Vanguard Health Systems Inc,20110622,1997
KiOR Inc,20110623,2007
HomeAway Inc,20110628,2005
Oiltanking Partners LP,20110713,2011
Skullcandy Inc,20110719,2003
Zillow Inc,20110719,2004
Suncoke Energy Inc,20110720,1962
Francesca's Holdings Corp,20110721,1999
American Midstream Partners LP,20110726,2009
Dunkin Brands Group Inc,20110726,1950
Tangoe Inc,20110726,2000
Teavana Holdings Inc,20110727,1997
The Chefs Warehouse Inc,20110727,1985
Wesco Aircraft Holdings Inc,20110727,1953
C&J Energy Services Inc,20110728,1997
Horizon Pharma Inc,20110728,2010
Carbonite Inc,20110810,2006
Tudou Holdings Ltd,20110816,2005
Ubiquiti Networks Inc,20111013,2005
ZELTIQ Aesthetics Inc,20111018,2005
Enduro Royalty Trust,20111102,2011
Groupon Inc,20111103,2008
Rentech Nitrogen Partners LP,20111103,2011
Imperva Inc,20111108,2002
LRR Energy LP,20111110,2011
NewLink Genetics Corp,20111111,1999
Angie's List Inc,20111116,1995
Clovis Oncology Inc,20111116,2009
Delphi Automotive PLC,20111116,1964
InvenSense Inc,20111116,2003
Intermolecular Inc,20111117,2004
Manning & Napier Inc,20111117,1970
Mattress Firm Holding Corp,20111117,1986
Digital Domain Media Group Inc,20111118,1993
Jive Software Inc,20111212,2001
Sanchez Energy Corp,20111213,2008
Bonanza Creek Energy Inc,20111214,2006
Laredo Petroleum Holdings Inc,20111214,2006
Michael Kors Holdings Ltd,20111214,1981
Zynga Inc,20111215,2007
Renewable Energy Group Inc,20120118,2006
Guidewire Software Inc,20120124,2001
Wellesley Bancorp Inc,20120125,2011
Verastem Inc,20120126,2010
US Silica Holdings Inc,20120131,1901
AVG Technologies NV,20120201,1991
Greenway Medical Tech Inc,20120201,1998
Matador Resources Co,20120201,1988
Cempra Inc,20120203,2005
Caesars Entertainment Corp,20120207,1937
EPAM Systems Inc,20120207,1993
Roundy's Inc,20120207,1872
ChemoCentryx Inc,20120208,1997
FX Alliance Inc,20120208,2006
GSE Holding Inc,20120209,2004
Synacor Inc,20120209,1998
Homestreet Inc,20120210,1921
Brightcove Inc,20120217,2004
Ceres Inc,20120221,1997
Bazaarvoice Inc,20120223,2005
Proto Labs Inc,20120223,1999
Home Loan Servicing Solutions,20120228,2010
Yelp Inc,20120301,2004
Nationstar Mortgage Hldg Inc,20120307,1994
Allison Transmission Hldg Inc,20120314,1915
Demandware Inc,20120314,2004
M/A-COM Technology Hldg,20120314,1952
CaesarStone Sdot-Yam Ltd,20120321,1987
ExactTarget Inc,20120321,2000
Vantiv Inc,20120321,1970
Vipshop Holdings Ltd,20120322,2008
Whiting USA Trust II,20120322,2011
Annie's Inc,20120327,2004
Regional Management Corp,20120327,1987
Vocera Communications Inc,20120327,2000
CafePress Inc,20120328,1999
Merrimack Pharmaceuticals Inc,20120328,1993
Millennial Media Inc,20120328,2006
Rexnord Corp,20120328,1950
Enphase Energy Inc,20120329,2006
Gaslog Ltd,20120329,2003
Erickson Air-Crane Inc,20120410,1971
Forum Energy Technologies Inc,20120411,1989
MRC Global Inc,20120411,1981
Oaktree Capital Group LLC,20120411,1995
Digital Cinema Destinations,20120417,2010
SandRidge Mississippian,20120417,2011
Splunk Inc,20120418,2003
Tumi Holdings Inc,20120418,1975
Infoblox Inc,20120419,1999
Midstates Petroleum Co Inc,20120419,1993
Proofpoint Inc,20120419,2002
Clearsign Combustion Corp,20120424,2008
Envivio Inc,20120424,2000
Edgen Group Inc,20120427,1983
Supernus Pharmaceuticals Inc,20120430,2005
EverBank Financial Corp,20120502,2004
The Carlyle Group LP,20120502,1987
PetroLogistics LP,20120503,2007
Tilly's Inc,20120503,1982
Audience Inc,20120509,2000
WageWorks Inc,20120509,2000
Edwards Group Ltd,20120510,1919
Ignite Restaurant Group Inc,20120510,1991
Facebook Inc,20120517,2004
EQT Midstream Partners LP,20120626,2012
Tesaro Inc,20120627,2010
Exa Corp,20120628,1991
ServiceNow Inc,20120628,2004
Howard Bancorp Inc,20120713,2005
Durata Therapeutics Inc,20120718,2009
Five Below Inc,20120718,2002
KAYAK Software Corp,20120719,2004
Palo Alto Networks Inc,20120719,2005
Chuy's Holdings Inc,20120723,2006
Natural Grocers by Vitamin Cot,20120724,1958
E2open Inc,20120725,2003
Hyperion Therapeutics Inc,20120725,2006
Northern Tier Energy LP,20120725,2011
Del Frisco's Restaurant Grp LL,20120726,1981
Eloqua Inc,20120802,2006
Globus Medical Inc,20120802,2003
Bloomin' Brands Inc,20120808,1987
Peregrine Semiconductor Corp,20120808,1990
Manchester United PLC,20120809,1878
Performant Financial Corp,20120809,1976
Hi-Crush Partners LP,20120815,2012
Sound Financial Bancorp Inc,20120815,2012
Capital Bank Financial Corp,20120919,2009
National Bank Holdings Corp,20120919,2009
Trulia Inc,20120919,2005
Grupo Financiero Santander,20120925,1991
Qualys Inc,20120927,1999
Summit Midstream Partners LP,20120927,2009
LifeLock Inc,20121002,2005
Berry Plastics Group Inc,20121003,1982
Luxfer Holdings PLC,20121003,1998
Madison County Financial Inc,20121003,2012
Fleetmatics Group PLC,20121004,2004
Regulus Therapeutics Inc,20121004,2007
Ambarella Inc,20121009,2004
Amira Nature Foods Ltd,20121010,1994
Hamilton Bancorp Inc,20121010,2012
Intercept Pharmaceuticals Inc,20121010,2002
KYTHERA Biopharmaceuticals Inc,20121010,2004
Realogy Holdings Corp,20121010,1906
Shutterstock Inc,20121010,2007
Diamondback Energy Inc,20121011,2007
Linn Co LLC,20121011,2003
Workday Inc,20121011,2005
Methes Energies International,20121012,2007
Seadrill Partners LLC,20121018,2010
Lehigh Gas Partners LP,20121024,1992
The WhiteWave Foods Co,20121026,1977
Restoration Hardware Hldg Inc,20121101,1987
Atossa Genetics Inc,20121107,2009
Ruckus Wireless Inc,20121115,2004
Alon USA Partners LP,20121119,2012
YY Inc,20121120,2005
PBF Energy Inc,20121212,1958
SolarCity Corp,20121212,2006
USA Compression Partners LP,20130114,2008
CVR Refining LP,20130116,2012
Norwegian Cruise Line Hldg Ltd,20130117,1966
SunCoke Energy Partners LP,20130117,2012
Bright Horizons Family Sol,20130125,1986
LipoScience Inc,20130125,1994
Stemline Therapeutics Inc,20130128,2003
TRI Pointe Homes Inc,20130130,2009
KaloBios Pharmaceuticals Inc,20130131,2000
Zoetis Inc,20130131,1952
Boise Cascade Co,20130205,1931
ExOne Co,20130206,2005
Health Ins Innovations Inc,20130207,2003
New Source Energy Partners LP,20130207,2012
ConnectOne Bancorp Inc,20130211,2005
Xoom Corp,20130214,2001
Professional Diversity Network,20130305,2003
Artisan Partners Asset Mgmt In,20130306,1994
Silver Spring Networks Inc,20130312,2002
Model N Inc,20130319,1999
Tetraphase Pharmaceuticals Inc,20130319,2006
Enanta Pharmaceuticals Inc,20130320,1995
Marin Software Inc,20130321,2006
West Corp,20130322,1986
NV5 Holdings Inc,20130327,2011
Pinnacle Foods,20130328,1867
Independent Bank Group Inc,20130402,2013
Cancer Genetics,20130405,1999
KNOT Offshore Partners LP,20130409,2013
Taylor Morrison Home Corp,20130409,1936
Westbury Bancorp Inc,20130409,2012
Chimerix Inc,20130410,2000
Evertec Inc,20130411,1988
Omthera Pharmaceuticals Inc,20130411,2008
Rally Software Dvlp Corp,20130411,2002
Fairway Group Holdings Corp,20130416,1933
Intelsat SA,20130417,1964
Taminco Corp,20130417,1993
Blackhawk Network Holdings Inc,20130418,2001
SeaWorld Entertainment Inc,20130418,1959
ING US Inc,20130501,1999
Insys Therapeutics Inc,20130502,1990
QIWI PLC,20130502,2007
Cyan Inc,20130508,2006
Emerge Energy Services LP,20130508,2012
PennyMac Finl Svcs Inc,20130508,2008
Quintiles Transnational,20130508,1982
Receptos Inc,20130508,2008
TriState Capital Holdings Inc,20130508,2007
BioAmber Inc,20130509,2008
First NBC Bank Holding Co,20130509,2006
Ambit Biosciences Corp,20130515,2000
William Lyon Homes Inc,20130515,1954
Marketo Inc,20130516,2010
Tableau Software Inc,20130516,2004
Alcobra Ltd,20130521,2008
Portola Pharmaceuticals Inc,20130521,2003
ChannelAdvisor Corp,20130522,2001
Constellium NV,20130522,1980
Ply Gem Holdings Inc,20130522,1943
Global Brass & Copper Holdings,20130523,1901
Epizyme Inc,20130530,2007
LightInTheBox Hldg Co Ltd,20130605,2007
RCS Capital Corp,20130605,2008
Textura Corp,20130606,2004
Gigamon Inc,20130611,2004
Coty Inc,20130612,1904
bluebird bio Inc,20130618,1992
PTC Therapeutics Inc,20130619,1998
Truett-Hurst Inc,20130619,2007
Gogo Inc,20130620,2008
Esperion Therapeutics Inc,20130625,1998
Luxoft Holding Inc,20130625,2000
NanoString Technologies Inc,20130625,2003
Aratana Therapeutics Inc,20130626,2010
CDW Corp,20130626,1984
HD Supply Holdings Inc,20130626,1933
Silvercrest Asset Management,20130626,2002
Tremor Video Inc,20130626,2005
Noodles & Co,20130627,1995
Prosensa Holding BV,20130627,1997
NRG Yield Inc,20130716,1982
OncoMed Pharmaceuticals Inc,20130717,2007
UCP Inc,20130717,2004
Diamond Resorts International,20130718,1996
RetailMeNot Inc,20130718,2007
Phillips 66 Partners LP,20130722,2013
Agios Pharmaceuticals Inc,20130723,2007
Heat Biologics Inc,20130723,2008
Jones Energy Inc,20130723,1988
Cellular Dynamics Intl Inc,20130724,2007
Conatus Pharmaceuticals Inc,20130724,2005
Onconova Therapeutics Inc,20130724,1998
WCI Communities Inc,20130724,1946
Liquid Holdings Group Inc,20130725,2008
Ardmore Shipping Corp,20130731,2010
Sprouts Farmers Market LLC,20130731,2002
Athlon Energy Inc,20130801,2010
Control4 Corp,20130801,2003
Marrone Bio Innovations Inc,20130801,2006
YuMe Inc,20130806,2004
Fox Factory Holding Corp,20130807,1978
Intrexon Corp,20130807,1998
Cvent Inc,20130808,1999
Frank's International NV,20130808,1938
Stock Building Supply Holdings,20130808,1922
China Coml Credit Inc,20130813,2011
Envision Healthcare Holdings,20130814,1972
Third Point Reinsurance Ltd,20130814,2011
Regado Biosciences Inc,20130822,2001
OCI Resources LP,20130913,1963
Benefitfocus Inc,20130917,2000
Volaris Aviation Holding,20130917,2005
Acceleron Pharma Inc,20130918,2003
Five Prime Therapeutics Inc,20130918,2001
Bind Therapeutics Inc,20130919,2006
ClubCorp Holdings Inc,20130919,1957
FireEye Inc,20130919,2004
Rocket Fuel Inc,20130919,2008
Evoke Pharma,20130925,2007
Foundation Medicine,20130925,2009
Ophthotech,20130925,2007
Applied Optoelectronics,20130926,1997
Covisint,20130926,2008
Montage Technology Group Ltd,20130926,2004
Enzymotec Ltd,20130927,1998
Pattern Energy Group,20130927,2009
Premier Inc,20130927,1969
RingCentral,20130927,1999
Violin Memory Inc,20130927,2005
Fate Therapeutics,20131001,2007
Burlington Stores Inc,20131002,1972
RE/MAX Holdings,20131002,1973
OCI Partners LP,20131004,2013
Potbelly Corp,20131004,1977
LDR Holding,20131009,2000
SFX Entertainment,20131009,2000
Antero Resources,20131010,2009
MacroGenics,20131010,2000
Stonegate Mortgage,20131010,2005
Western Refining Logistics LP,20131010,2013
Springleaf Holdings,20131016,1927
Veeva Systems,20131016,2007
ADMA Biologics,20131017,2004
voxeljet AG,20131018,1999
Aerie Pharmaceuticals,20131025,2005
CommScope Holding,20131025,1977
Endurance Interntl Group Hold,20131025,1997
Sprague Resources LP,20131025,1870
Criteo SA,20131030,2005
Surgical Care Affiliates,20131030,1982
Veracyte,20131030,2006
58.com,20131031,2005
Essent Group Ltd,20131031,2008
Marcus & Millichap,20131031,1971
Container Store Group,20131101,1978
Qunar Cayman Islands Ltd,20131101,2005
Barracuda Networks,20131106,2003
Blue Capital Reinsurance H,20131106,2013
Karyopharm Therapeutics,20131106,2008
Wix.com Ltd,20131106,2006
LGI Homes,20131107,1995
Mavenir Systems,20131107,2005
Midcoast Energy Partners LP,20131107,2012
Norcraft Companies,20131107,1966
Twitter,20131107,2006
JGWPT Holdings LLC,20131108,1995
NMI Holdings,20131108,2011
Chegg,20131113,2005
Dynagas LNG Partners LP,20131113,2004
Houghton Mifflin Harcourt,20131114,1905
Tandem Diabetes Care,20131114,2006
Relypsa,20131115,2007
Zulily,20131115,2009
Navigator Holdings Ltd,20131121,1997
500.com Ltd,20131122,2001
Ideal Power,20131122,2007
Oxford Immunotec Global PLC,20131122,2005
Sungy Mobile Ltd,20131122,2005
Vince Holding (Apparel),20131122,1961
Xencor Inc,20131202,1997
Autohome Inc,20131210,2008
Valero Energy Partners LP,20131210,2013
ARAMARK Holdings Corp,20131212,1959
Hilton Worldwide Holdings Inc,20131212,1919
Kindred Biosciences Inc,20131212,2012
Tetralogic,20131212,2001
Cheniere Energy Partners LP H,20131213,1996
Fidelity & Guaranty Life,20131213,1963
Nimble Storage Inc,20131213,2007
AMC Entertainment Holdings,20131218,1920
GlycoMimetics,20140110,2003
CHC Group Ltd,20140117,1987
EP Energy Corp,20140117,1980
RSP Permian,20140117,2010
Santander Consumer USA Hold,20140123,1995
Care.com,20140124,2006
Rice Energy,20140124,2008
Celladon,20140130,2000
Dicerna Pharmaceuticals,20140130,2006
Cara Therapeutics,20140131,2004
Intrawest Resorts Holdings,20140131,1976
Malibu Boats,20140131,1982
New Home Co,20140131,2009
Trevena,20140131,2007
Ultragenyx Pharmaceutical,20140131,2010
Auspex Pharmaceuticals,20140205,2001
Biocept,20140205,1997
Continental Building Products,20140205,1977
Genocea Biosciences,20140205,2006
uniQure BV,20140205,1998
Egalet,20140206,2013
Eleven Biotherapeutics,20140206,2008
Ladder Capital,20140206,2008
Revance Therapeutics,20140206,1999
Argos Therapeutics,20140207,1997
NephroGenex,20140211,2004
Eagle Pharmaceuticals,20140212,2007
Flexion Therapeutics,20140212,2007
Talmer Bancorp,20140212,2003
Amedica,20140213,1996
Concert Pharmaceuaticals,20140213,2006
Installed Building Products,20140213,1977
Inogen,20140214,2001
Semler Scientific,20140221,2007
Lumenis Ltd,20140227,1991
Varonis Systems,20140228,2004
Aquinox Pharmaceuticals Inc,20140306,2003
Coupons.com Inc,20140306,1998
Recro Pharma Inc,20140306,2007
Achaogen Inc,20140312,2002
Castlight Health Inc,20140313,2008
Dipexium Pharmaceuticals LLC,20140313,2010
Galmed Pharmaceuticals Ltd,20140313,2000
Paylocity Holding Corp,20140319,1997
Akebia Therapeutics Inc,20140320,2007
MediWound Ltd,20140320,2000
Q2 Holdings Inc,20140320,2005
Ruthigen Inc,20140320,2013
A10 Networks Inc,20140321,2004
Amber Road Inc,20140321,1984
Borderfree Inc,20140321,1999
Versartis Inc,20140321,2008
King Digital Entertainment plc,20140326,2003
Nord Anglia Education,20140326,1972
Oxbridge Re Holdings Ltd,20140326,2013
Applied Genetic Technologies,20140327,1999
Square 1 Financial,20140327,2005
TriNet Group,20140327,1988
"2U, Inc",20140328,2008
Aerohive Networks,20140328,2006
Energous,20140328,2012
Everyday Health,20140328,2002
1347 Property Insurance Hldgs,20140401,2012
The Rubicon Project Inc,20140402,2007
Corium International Inc,20140403,1995
Tarena International Inc,20140403,2003
Five9 Inc,20140404,2001
GrubHub Inc,20140404,2004
IMS Health Holdings Inc,20140404,1988
Opower Inc,20140404,2007
La Quinta Holdings Inc,20140409,1968
iKang Healthcare Group Inc,20140409,2011
Adamas Pharmaceuticals Inc,20140410,2000
Ally Financial Inc,20140410,1924
Cerulean Pharma Inc,20140410,2005
Phibro Animal Health Corp,20140411,1947
Zoe's Kitchen Inc,20140411,1995
Paycom Software Inc,20140415,1998
Moelis & Co LLC,20140416,2007
Opus Bank,20140416,1982
TriVascular Technologies Inc,20140416,2007
Leju Holdings Ltd,20140417,2008
Sabre Corp,20140417,1996
Sportsman's Warehouse Hldg Inc,20140417,1986
Vital Therapies Inc,20140417,2003
Weibo Corp,20140417,2009
Quotient Ltd,20140425,2012
Aldeyra Therapeutics Inc,20140502,2004
Ares Management LP,20140502,1997
Papa Murphy's Holdings Inc,20140502,1981
SCYNEXIS Inc,20140502,1999
Gaslog Partners LP,20140507,2012
Alder BioPharmaceuticals Inc,20140508,2002
Cheetah Mobile Inc,20140508,2009
